"","X","Q8","STEM_Non.STEM","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q23","Q24","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q38","Q39","Q40","Q42","Q45","Q46","Q47","Q48","Q49","Q90_1","Q99","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","Sex_ANOVA_Code","Citizenship_ANOVA_Code","Hispanic_Latino_ANOVA_Code","Race_Ethnicy_ANOVA_Code","Underrepresented"
"383",383,1,1,4,4,4,4,4,4,4,5,5,5,3,4,4,4,5,5,4,1,1,1,4,4,4,4,3,4,1,0,3.34117647058824,0,1,6,12,1,3,3,2,1,5,5,5,3,4,4,4,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,7,0
"384",384,1,0,4,4,4,4,5,4,5,4,4,4,4,4,4,3,5,3,4,1,1,0,4,4,4,3,3,3,0,1,4,1,0,4,8,1,4,1,6,1,4,4,4,4,4,4,3,5,3,4,4,5,4,5,3,2,2,2,1,1,1,1,1,7,0
"385",385,1,0,5,3,4,5,4,4,4,5,5,5,5,4,3,4,5,4,5,0,1,1,4,4,4,4,0,0,1,1,4,1,1,2,7,1,2,1,2,1,5,5,5,5,5,4,4,5,3,5,5,5,5,5,3,0,1,1,1,1,1,1,2,4,0
"386",386,1,0,5,3,4,3,4,3,5,4,5,4,4,4,5,5,5,3,4,1,1,1,4,4,4,4,2,4,0.608695652173913,1,4,1,1,3,7,1,5,0,2,1,4,5,4,4,4,5,4,5,3,4,3,4,3,5,3,3,2,2,2,0,2,1,1,7,0
"387",387,3,1,3,3,3,2,4,4,4,3,4,4,3,3,2,3,2,3,2,1,1,1,4,4,4,4,4,4,0,0,3.34117647058824,0,0,5,7,1,2,2,1,1,3,4,4,2,2,3,3,2,3,2,2,4,4,4,1,1,1,2,1,1,1,1,1,7,0
"388",388,4,1,5,4,4,4,4,4,5,5,5,5,5,5,2,4,2,1,4,2,1,0,4,4,4,3,1,2,0,1,4,0,1,0,10,1,3,2,1,1,4,5,5,3.61282051282051,3.78205128205128,3.65217391304348,3.59125964010283,3.54241645244216,3.13624678663239,3.71794871794872,4.01282051282051,4.07435897435897,3.94871794871795,4.32307692307692,3,1,2,2,1,0,2,1,1,7,0
"389",389,1,0,4,4,5,4,4,5,5,5,5,4,4,4,5,4,5,5,4,1,1,1,3.56532663316583,4,4,4,4,4,1,1,4,1,1,2,11,1,9,1,1,1,5,5,4,4,4,5,3,5,4,4,4,4,5,5,2,3,1,1,1,1,1,1,1,7,0
"390",390,3,1,4,3,3,3,4,4,4,3,3,3,3,3,4,3,5,4,3,1,1,1,4,4,4,3,3,3,0,1,3,0,0,5,10,1,5,2,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,1,2,1,1,0,2,1,1,7,0
"391",391,3,1,3,3,3,4,3,3,5,3,3,3,2,3,3,3,5,2,3,1,1,1,4,4,4,4,4,3,0,1,3,0,0,20,5,0,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,1,0,1,1,1,7,0
"392",392,1,0,4,4,4,4,4,4,5,4,4,4,3,4,2,2,5,4,3,1,1,1,3,3,3,2,1,2,1,1,4,0,0,3,10,1,1,2,2,1,3,4,4,3,4,3,3,3,3,3,4,4,4,5,3,2,3,2,1,1,2,1,2,2,0
"393",393,1,1,3,4,3,4,4,5,4,5,5,5,3,3,4,3,2,2,3,1,1,1,4,4,4,4,0,0,1,1,3,1,1,2,5,1,2,2,1,1,5,5,5,3,3,3,3,2,2,3,4,4,5,4,1,2,1,1,1,0,2,1,2,2,0
"394",394,6,1,4,3,4,5,4,4,4,4,2,5,3,3,5,4,4,4,4,1,1,0,4,4,4,4,3,4,0,1,3,1,1,0,6,1,1,3,2,1,4,2,5,3,3,5,4,3,4,4,5,4,4,4,1,2,1,1,1,1,2,1,1,7,0
"395",395,1,0,3,3,3,3,4,4,5,3,2,4,4,3,2,2,2,2,3,2,1,0,3,3,4,4,4,3,1,1,4,0,0,4,3,1,1,1,2,0,3,2,4,4,3,2,2,2,2,3,3,4,4,5,2,2,1,1,1,1,2,1,2,2,0
"396",396,1,1,5,4,4,5,5,5,5,4,5,5,4,4,4,4,3,4,4,1,1,1,4,4,4,4,3,4,1,1,4,0,1,3,8,1,2,0,2.49051490514905,1,4,4,5,5,5,5,5,3,4,5,5,5,5,5,1,2,1,1,1,1,1,2,1,7,0
"397",397,1,0,4,3,3,3,4,4,5,3,5,4,3,3,3,2,1,4,3,1,1,0,3,3,4,4,0,0,1,1,4,0,0,1,9,1,1,1,2,1,3,5,4,3,3,3,3,1,4,3,4,4,4,5,2,2,3,3,1,1,2,1,1,7,0
"398",398,1,1,2,2,2,2,5,3,4,3,2,4,4,2,3,2,1,1,2,1,1,1,3,4,3,4,2,3,1,1,4,0,1,11,1,1,1,0,7,1,3.70175438596491,4.17293233082707,3.93483709273183,3.61282051282051,3.78205128205128,3.65217391304348,3.59125964010283,3.54241645244216,3.13624678663239,3.71794871794872,4.01282051282051,4.07435897435897,3.94871794871795,4.32307692307692,1.82278481012658,1.53452685421995,1.56598984771574,1.54936708860759,1.26075949367089,0.754430379746835,1,1,1,7,0
"399",399,1,0,5,3,4,4,5,4,5,4,2,5,5,5,2,5,5,4,4,1,1,0,3,3,2,0,0,0,1,1,4,1,0,0,1,0,0,0,2,1,4,2,5,5,5,2,4,5,3,5,4,5,4,4,2,2,2,2,2,0,1,2,1,7,0
"400",400,1,1,4,2,3,4,2,4,5,3,4,3,4,3,3,4,3,1,3,1,1,1,3,4,4,4,1,3,0,1,4,1,1,6,1,0,3,1,1,1,3,4,3,3,3,3,4,3,1,3,4,1,4,5,3,1,2,2,1,1,2,1,1,7,0
